,body
307,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.5574}"
308,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
309,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
310,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
311,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.6908}"
312,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.891}"
313,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
314,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
315,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
316,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
317,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.2732}"
318,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
319,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.7269}"
320,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
321,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
322,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4926}"
323,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.7845}"
324,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.3802}"
325,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
326,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
327,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
328,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
329,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
330,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
331,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7901}"
332,"{'neg': 0.12, 'neu': 0.667, 'pos': 0.213, 'compound': 0.34}"
333,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.6249}"
334,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.3089}"
335,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
336,"{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.5574}"
337,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.4939}"
338,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4199}"
339,"{'neg': 0.193, 'neu': 0.719, 'pos': 0.087, 'compound': -0.4696}"
340,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
341,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
342,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
343,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
344,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
345,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
346,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4926}"
347,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
348,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.2263}"
349,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
350,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
351,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
352,"{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.4767}"
353,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}"
354,"{'neg': 0.293, 'neu': 0.451, 'pos': 0.256, 'compound': -0.128}"
355,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
356,"{'neg': 0.11, 'neu': 0.738, 'pos': 0.152, 'compound': 0.2185}"
357,"{'neg': 0.0, 'neu': 0.782, 'pos': 0.218, 'compound': 0.4199}"
358,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
359,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
360,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
361,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
362,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6124}"
363,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
364,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.4767}"
365,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
366,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
367,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
368,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
369,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}"
370,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.5849}"
371,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
372,"{'neg': 0.168, 'neu': 0.506, 'pos': 0.326, 'compound': 0.6124}"
373,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
374,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
375,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
376,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
377,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
378,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
379,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}"
380,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.6597}"
381,"{'neg': 0.253, 'neu': 0.747, 'pos': 0.0, 'compound': -0.6597}"
382,"{'neg': 0.044, 'neu': 0.746, 'pos': 0.209, 'compound': 0.8008}"
383,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
384,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
385,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.228}"
386,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
387,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
388,"{'neg': 0.141, 'neu': 0.472, 'pos': 0.387, 'compound': 0.6892}"
389,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
390,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
391,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
392,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}"
393,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}"
394,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
395,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
396,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.431}"
397,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}"
398,"{'neg': 0.25, 'neu': 0.636, 'pos': 0.114, 'compound': -0.4939}"
399,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
400,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}"
401,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
402,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
403,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
404,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
405,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
406,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.3182}"
407,"{'neg': 0.049, 'neu': 0.811, 'pos': 0.14, 'compound': 0.5046}"
408,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
409,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.4588}"
410,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.7034}"
411,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
412,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}"
413,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
414,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
415,"{'neg': 0.371, 'neu': 0.629, 'pos': 0.0, 'compound': -0.6486}"
416,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
417,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
418,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
419,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
420,"{'neg': 0.028, 'neu': 0.908, 'pos': 0.064, 'compound': 0.4753}"
421,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
422,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
423,"{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.2263}"
424,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
425,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}"
426,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
427,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.368}"
428,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
429,"{'neg': 0.416, 'neu': 0.584, 'pos': 0.0, 'compound': -0.6908}"
430,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
431,"{'neg': 0.264, 'neu': 0.581, 'pos': 0.155, 'compound': -0.3975}"
432,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
433,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
434,"{'neg': 0.0, 'neu': 0.365, 'pos': 0.635, 'compound': 0.8271}"
435,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.6249}"
436,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
437,"{'neg': 0.216, 'neu': 0.663, 'pos': 0.121, 'compound': -0.6956}"
438,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
439,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
440,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7901}"
441,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
442,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}"
443,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}"
444,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
445,"{'neg': 0.07, 'neu': 0.75, 'pos': 0.18, 'compound': 0.4939}"
446,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.9571}"
447,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.2732}"
448,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.5766}"
449,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
450,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.0772}"
451,"{'neg': 0.323, 'neu': 0.677, 'pos': 0.0, 'compound': -0.7351}"
452,"{'neg': 0.104, 'neu': 0.551, 'pos': 0.345, 'compound': 0.7627}"
453,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
454,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
455,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.8519}"
456,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.743}"
457,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.4588}"
458,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
459,"{'neg': 0.067, 'neu': 0.532, 'pos': 0.401, 'compound': 0.8558}"
460,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
461,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
462,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7901}"
463,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
464,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.8392}"
465,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
466,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.8159}"
467,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
468,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
469,"{'neg': 0.114, 'neu': 0.811, 'pos': 0.075, 'compound': -0.2299}"
470,"{'neg': 0.059, 'neu': 0.843, 'pos': 0.098, 'compound': 0.2193}"
471,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
472,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
473,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4184}"
474,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.5622}"
475,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
476,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
477,"{'neg': 0.233, 'neu': 0.713, 'pos': 0.053, 'compound': -0.9023}"
478,"{'neg': 0.35, 'neu': 0.65, 'pos': 0.0, 'compound': -0.6486}"
479,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
480,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.7351}"
481,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4404}"
482,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9246}"
483,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
484,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
485,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}"
486,"{'neg': 0.142, 'neu': 0.665, 'pos': 0.193, 'compound': 0.1943}"
487,"{'neg': 0.159, 'neu': 0.529, 'pos': 0.312, 'compound': 0.3818}"
488,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
489,"{'neg': 0.06, 'neu': 0.458, 'pos': 0.482, 'compound': 0.9304}"
490,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
491,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.5719}"
492,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
493,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.8705}"
494,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
495,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
496,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}"
497,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
498,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4995}"
499,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
500,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
501,"{'neg': 0.197, 'neu': 0.472, 'pos': 0.331, 'compound': 0.1779}"
502,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
503,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.4588}"
504,"{'neg': 0.36, 'neu': 0.64, 'pos': 0.0, 'compound': -0.5432}"
505,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
506,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
507,"{'neg': 0.307, 'neu': 0.58, 'pos': 0.114, 'compound': -0.6511}"
508,"{'neg': 0.059, 'neu': 0.906, 'pos': 0.035, 'compound': -0.2846}"
509,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
510,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
511,"{'neg': 0.107, 'neu': 0.744, 'pos': 0.149, 'compound': 0.2263}"
512,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.5719}"
513,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.4939}"
514,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
515,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
516,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.802}"
517,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5994}"
518,"{'neg': 0.093, 'neu': 0.907, 'pos': 0.0, 'compound': -0.5574}"
519,"{'neg': 0.156, 'neu': 0.663, 'pos': 0.18, 'compound': 0.0018}"
520,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
521,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.6486}"
522,"{'neg': 0.109, 'neu': 0.726, 'pos': 0.165, 'compound': 0.3382}"
523,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
524,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
525,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
526,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.296}"
527,"{'neg': 0.103, 'neu': 0.747, 'pos': 0.151, 'compound': 0.2577}"
528,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4767}"
529,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
530,"{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.3182}"
531,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
532,"{'neg': 0.044, 'neu': 0.819, 'pos': 0.137, 'compound': 0.4299}"
533,"{'neg': 0.0, 'neu': 0.716, 'pos': 0.284, 'compound': 0.7739}"
534,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
535,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.3818}"
536,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4588}"
537,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.6249}"
538,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.8481}"
539,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6124}"
540,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.8671}"
541,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
542,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
543,"{'neg': 0.0, 'neu': 0.585, 'pos': 0.415, 'compound': 0.8955}"
544,"{'neg': 0.135, 'neu': 0.613, 'pos': 0.252, 'compound': 0.4404}"
545,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4576}"
546,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
547,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
548,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.34}"
549,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
550,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}"
551,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
552,"{'neg': 0.164, 'neu': 0.705, 'pos': 0.131, 'compound': -0.0352}"
553,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.9603}"
554,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.7034}"
555,"{'neg': 0.0, 'neu': 0.801, 'pos': 0.199, 'compound': 0.5399}"
556,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
557,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.2235}"
558,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
559,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.8159}"
560,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.2732}"
561,"{'neg': 0.085, 'neu': 0.809, 'pos': 0.106, 'compound': 0.1298}"
562,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
563,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.296}"
564,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
565,"{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.6124}"
566,"{'neg': 0.149, 'neu': 0.529, 'pos': 0.322, 'compound': 0.5574}"
567,"{'neg': 0.116, 'neu': 0.769, 'pos': 0.115, 'compound': -0.0034}"
568,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.6696}"
569,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
570,"{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.5106}"
571,"{'neg': 0.127, 'neu': 0.873, 'pos': 0.0, 'compound': -0.1531}"
572,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
573,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.6249}"
574,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
575,"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.9693}"
576,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
577,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
578,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
579,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.3736}"
580,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4215}"
581,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
582,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
583,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
584,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.6249}"
585,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.438}"
586,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.128}"
587,"{'neg': 0.131, 'neu': 0.682, 'pos': 0.187, 'compound': 0.25}"
588,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2732}"
589,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
590,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
591,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
592,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
593,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5106}"
594,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.4939}"
595,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
596,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
597,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
598,"{'neg': 0.083, 'neu': 0.773, 'pos': 0.144, 'compound': 0.2732}"
599,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
600,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
601,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}"
602,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.2235}"
603,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}"
604,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
605,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
606,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.6249}"
607,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}"
608,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
609,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.7351}"
610,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
611,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.7506}"
612,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
613,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7901}"
